title,authors,url
Development in times of hype: How freelancers explore Generative AI?,"Dolata, Mateusz, Lange, Norbert, Schwabe, Gerhard",https://doi.org/10.1145/3597503.3639111
Don't Complete It! Preventing Unhelpful Code Completion for Productive and Sustainable Neural Code Completion Systems,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Ni, Mingze, Li, Li",https://doi.org/10.1109/ICSE-Companion58688.2023.00089
Language Models for Code Completion: A Practical Evaluation,"Izadi, Maliheh, Katzy, Jonathan, Van Dam, Tim, Otten, Marc, Popescu, Razvan Mihai, Van Deursen, Arie",https://doi.org/10.1145/3597503.3639138
How Does Pre-trained Language Model Perform on Deep Learning Framework Bug Prediction?,"Du, Xiaoting, Li, Chenglong, Ma, Xiangyue, Zheng, Zheng",https://doi.org/10.1145/3639478.3643113
Improving AST-Level Code Completion with Graph Retrieval and Multi-Field Attention,"Xia, Yu, Liang, Tian, Min, Weihuan, Kuang, Li",https://doi.org/10.1145/3643916.3644420
How Far Are We? The Triumphs and Trials of Generative AI in Learning Software Engineering,"Choudhuri, Rudrajit, Liu, Dylan, Steinmacher, Igor, Gerosa, Marco, Sarma, Anita",https://doi.org/10.1145/3597503.3639201
Does Generative AI Generate Smells Related to Container Orchestration?: An Exploratory Study with Kubernetes Manifests,"Zhang, Yue, Meredith, Rachel, Reeves, Wilson, Coriolano, J\'{u",https://doi.org/10.1145/3643991.3645079
Unit Test Generation using Generative AI : A Comparative Performance Analysis of Autogeneration Tools,"Bhatia, Shreya, Gandhi, Tarushi, Kumar, Dhruv, Jalote, Pankaj",https://doi.org/10.1145/3643795.3648396
Industrial Experience Report on AI-Assisted Coding in Professional Software Development,"Ramler, Rudolf, Moser, Michael, Fischer, Lukas, Nissl, Markus, Heinzl, Rene",https://doi.org/10.1145/3643795.3648377
When Neural Code Completion Models Size up the Situation: Attaining Cheaper and Faster Completion through Dynamic Model Inference,"Sun, Zhensu, Du, Xiaoning, Song, Fu, Wang, Shangwen, Li, Li",https://doi.org/10.1145/3597503.3639120
Keynote on Augmented Agile: Human-centred AI-assisted Software Project Management at FinanSE Workshop (ICSE 2024),"Hoda, Rashina",https://doi.org/10.1145/3643665.3648567
Dataflow Analysis-Inspired Deep Learning for Efficient Vulnerability Detection,"Steenhoek, Benjamin, Gao, Hongyang, Le, Wei",https://doi.org/10.1145/3597503.3623345
Towards Causal Deep Learning for Vulnerability Detection,"Rahman, Md Mahbubur, Ceka, Ira, Mao, Chengzhi, Chakraborty, Saikat, Ray, Baishakhi, Le, Wei",https://doi.org/10.1145/3597503.3639170
Demystifying and Detecting Misuses of Deep Learning APIs,"Wei, Moshi, Harzevili, Nima Shiri, Huang, Yuekai, Yang, Jinqiu, Wang, Junjie, Wang, Song",https://doi.org/10.1145/3597503.3639177
Toward Improved Deep Learning-based Vulnerability Detection,"Sejfia, Adriana, Das, Satyaki, Shafiq, Saad, Medvidovi\'{c",https://doi.org/10.1145/3597503.3608141
DeepLog: Deep-Learning-Based Log Recommendation,"Zhang, Yang, Chang, Xiaosong, Fang, Lining, Lu, Yifan",https://doi.org/10.1109/ICSE-Companion58688.2023.00031
An Empirical Study on Low GPU Utilization of Deep Learning Jobs,"Gao, Yanjie, He, Yichen, Li, Xinze, Zhao, Bo, Lin, Haoxiang, Liang, Yoyo, Zhong, Jing, Zhang, Hongyu, Wang, Jingzhou, Zeng, Yonghua, Gui, Keli, Tong, Jie, Yang, Mao",https://doi.org/10.1145/3597503.3639232
Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),"Ahmed, Toufique, Pai, Kunal Suresh, Devanbu, Premkumar, Barr, Earl",https://doi.org/10.1145/3597503.3639183
Regression Fuzzing for Deep Learning Systems,"You, Hanmo, Wang, Zan, Chen, Junjie, Liu, Shuang, Li, Shuochuan",https://doi.org/10.1109/ICSE48619.2023.00019
Enhancing Source Code Representations for Deep Learning with Static Analysis,"Guan, Xueting, Treude, Christoph",https://doi.org/10.1145/3643916.3644396
Poirot: Deep Learning for API Misuse Detection,"Li, Yi, Nguyen, Tien N., Wang, Shaohua, Yadavally, Aashish",https://doi.org/10.1145/3639478.3643080
DeepTest '24: Proceedings of the 5th IEEE/ACM International Workshop on Deep Learning for Testing and Testing for Deep Learning,,
KnowLog: Knowledge Enhanced Pre-trained Language Model for Log Understanding,"Ma, Lipeng, Yang, Weidong, Xu, Bo, Jiang, Sihang, Fei, Ben, Liang, Jiaqing, Zhou, Mingjie, Xiao, Yanghua",https://doi.org/10.1145/3597503.3623304
Towards More Effective AI-Assisted Programming: A Systematic Design Exploration to Improve Visual Studio IntelliCode's User Experience,"Vaithilingam, Priyan, Glassman, Elena L., Groenwegen, Peter, Gulwani, Sumit, Henley, Austin Z., Malpani, Rohan, Pugh, David, Radhakrishna, Arjun, Soares, Gustavo, Wang, Joey, Yim, Aaron",https://doi.org/10.1109/ICSE-SEIP58684.2023.00022
Fuzzing Automatic Differentiation in Deep-Learning Libraries,"Yang, Chenyuan, Deng, Yinlin, Yao, Jiayi, Tu, Yuxing, Li, Hanchi, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00105
Can explainability and deep-learning be used for localizing vulnerabilities in source code?,"Marchetto, Alessandro",https://doi.org/10.1145/3644032.3644448
DLInfer: Deep Learning with Static Slicing for Python Type Inference,"Yan, Yanyan, Feng, Yang, Fan, Hongcheng, Xu, Baowen",https://doi.org/10.1109/ICSE48619.2023.00170
Automated Feature Document Review via Interpretable Deep Learning,"Ye, Ming, Chen, Yuanfan, Zhang, Xin, He, Jinning, Cao, Jicheng, Liu, Dong, Gao, Jing, Dai, Hailiang, Cheng, Shengyu",https://doi.org/10.1109/ICSE-Companion58688.2023.00101
An Empirical Study on Quality Issues of Deep Learning Platform,"Gao, Yanjie, Shi, Xiaoxiang, Lin, Haoxiang, Zhang, Hongyu, Wu, Hao, Li, Rui, Yang, Mao",https://doi.org/10.1109/ICSE-SEIP58684.2023.00052
A Study on the Battery Usage of Deep Learning Frameworks on iOS Devices,"Jacques, Vitor Maciel Fontes, Alizadeh, Negar, Castor, Fernando",https://doi.org/10.1145/3647632.3647990
Runtime Performance Prediction for Deep Learning Models with Graph Neural Network,"Gao, Yanjie, Gu, Xianyu, Zhang, Hongyu, Lin, Haoxiang, Yang, Mao",https://doi.org/10.1109/ICSE-SEIP58684.2023.00039
An Empirical Study of Deep Learning Models for Vulnerability Detection,"Steenhoek, Benjamin, Rahman, Md Mahbubur, Jiles, Richard, Le, Wei",https://doi.org/10.1109/ICSE48619.2023.00188
Inferring Data Preconditions from Deep Learning Models for Trustworthy Prediction in Deployment,"Ahmed, Shibbir, Gao, Hongyang, Rajan, Hridesh",https://doi.org/10.1145/3597503.3623333
Large Language Models are Edge-Case Generators: Crafting Unusual Programs for Fuzzing Deep Learning Libraries,"Deng, Yinlin, Xia, Chunqiu Steven, Yang, Chenyuan, Zhang, Shizhuo Dylan, Yang, Shujing, Zhang, Lingming",https://doi.org/10.1145/3597503.3623343
VULGEN: Realistic Vulnerability Generation Via Pattern Mining and Deep Learning,"Nong, Yu, Ou, Yuzhe, Pradel, Michael, Chen, Feng, Cai, Haipeng",https://doi.org/10.1109/ICSE48619.2023.00211
DeepCrime: From Real Faults to Mutation Testing Tool for Deep Learning,"Humbatova, Nargiz, Jabangirova, Gunel, Tonella, Paolo",https://doi.org/10.1109/ICSE-Companion58688.2023.00027
Supporting systematic literature reviews using deep-learning-based language models,"Alchokr, Rand, Borkar, Manoj, Thotadarya, Sharanya, Saake, Gunter, Leich, Thomas",https://doi.org/10.1145/3528588.3528658
DeepJudge: A Testing Framework for Copyright Protection of Deep Learning Models,"Chen, Jialuo, Sun, Youcheng, Wang, Jingyi, Cheng, Peng, Ma, Xingjun",https://doi.org/10.1109/ICSE-Companion58688.2023.00026
Enhancing Deep Learning-Based Vulnerability Detection by Building Behavior Graph Model,"Yuan, Bin, Lu, Yifan, Fang, Yilin, Wu, Yueming, Zou, Deqing, Li, Zhen, Li, Zhi, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00190
Deep Learning or Classical Machine Learning? An Empirical Study on Log-Based Anomaly Detection,"Yu, Boxi, Yao, Jiayi, Fu, Qiuai, Zhong, Zhiqing, Xie, Haotian, Wu, Yaoliang, Ma, Yuchi, He, Pinjia",https://doi.org/10.1145/3597503.3623308
Revisiting Information Retrieval and Deep Learning Approaches for Code Summarization,"Zhu, Tingwei, Li, Zhong, Pan, Minxue, Shi, Chaoxuan, Zhang, Tian, Pe, Yu, Li, Xuandong",https://doi.org/10.1109/ICSE-Companion58688.2023.00091
DevGPT: Studying Developer-ChatGPT Conversations,"Xiao, Tao, Treude, Christoph, Hata, Hideaki, Matsumoto, Kenichi",https://doi.org/10.1145/3643991.3648400
Does Data Sampling Improve Deep Learning-Based Vulnerability Detection? Yeas! and Nays!,"Yang, Xu, Wang, Shaowei, Li, Yi, Wang, Shaohua",https://doi.org/10.1109/ICSE48619.2023.00192
"Toward More Effective Deep Learning-Based Automated Software Vulnerability Prediction, Classification, and Repair","Fu, Michael",https://doi.org/10.1109/ICSE-Companion58688.2023.00057
When and Why Test Generators for Deep Learning Produce Invalid Inputs: An Empirical Study,"Riccio, Vincenzo, Tonella, Paolo",https://doi.org/10.1109/ICSE48619.2023.00104
An Empirical Study of Pre-Trained Model Reuse in the Hugging Face Deep Learning Model Registry,"Jiang, Wenxin, Synovic, Nicholas, Hyatt, Matt, Schorlemmer, Taylor R., Sethi, Rohan, Lu, Yung-Hsiang, Thiruvathukal, George K., Davis, James C.",https://doi.org/10.1109/ICSE48619.2023.00206
ChatGPT Incorrectness Detection in Software Reviews,"Tanzil, Minaoar Hossain, Khan, Junaed Younus, Uddin, Gias",https://doi.org/10.1145/3597503.3639194
Chatting with AI: Deciphering Developer Conversations with ChatGPT,"Mohamed, Suad, Parvin, Abdullah, Parra, Esteban",https://doi.org/10.1145/3643991.3645078
Does ChatGPT Help With Introductory Programming?An Experiment of Students Using ChatGPT in CS1,"Xue, Yuankai, Chen, Hanlin, Bai, Gina R., Tairas, Robert, Huang, Yu",https://doi.org/10.1145/3639474.3640076
ChatGPT-Resistant Screening Instrument for Identifying Non-Programmers,"Serafini, Raphael, Otto, Clemens, Horstmann, Stefan Albert, Naiakshina, Alena",https://doi.org/10.1145/3597503.3639075
Analyzing Developer Use of ChatGPT Generated Code in Open Source GitHub Projects,"Grewal, Balreet, Lu, Wentao, Nadi, Sarah, Bezemer, Cor-Paul",https://doi.org/10.1145/3643991.3645072
C4Q: A Chatbot for Quantum,Aragon\'{e,https://doi.org/10.1145/3643667.3648222
Analyzing Prompt Influence on Automated Method Generation: An Empirical Study with Copilot,"Fagadau, Ionut Daniel, Mariani, Leonardo, Micucci, Daniela, Riganelli, Oliviero",https://doi.org/10.1145/3643916.3644409
Enhancing LLM-Based Coding Tools through Native Integration of IDE-Derived Static Context,"Li, Yichen, Peng, Yun, Huo, Yintong, Lyu, Michael R.",https://doi.org/10.1145/3643795.3648392
High-precision Online Log Parsing with Large Language Models,"Chen, Xiaolei, Shi, Jie, Chen, Jia, Wang, Peng, Wang, Wei",https://doi.org/10.1145/3639478.3643112
Code Search is All You Need? Improving Code Suggestions with Code Search,"Chen, Junkai, Hu, Xing, Li, Zhenhao, Gao, Cuiyun, Xia, Xin, Lo, David",https://doi.org/10.1145/3597503.3639085
Are Prompt Engineering and TODO Comments Friends or Foes? An Evaluation on GitHub Copilot,"OBrien, David, Biswas, Sumon, Imtiaz, Sayem Mohammad, Abdalkareem, Rabe, Shihab, Emad, Rajan, Hridesh",https://doi.org/10.1145/3597503.3639176
Investigating the Proficiency of Large Language Models in Formative Feedback Generation for Student Programmers,"S Kumar, Smitha, Adam Lones, Michael, Maarek, Manuel, Zantout, Hind",https://doi.org/10.1145/3643795.3648380
Towards LLM-Generated Code Tours for Onboarding,"Balfroid, Martin, Vanderose, Beno\^{\i",https://doi.org/10.1145/3643787.3648033
On the Robustness of Code Generation Techniques: An Empirical Study on GitHub Copilot,"Mastropaolo, Antonio, Pascarella, Luca, Guglielmi, Emanuela, Ciniselli, Matteo, Scalabrino, Simone, Oliveto, Rocco, Bavota, Gabriele",https://doi.org/10.1109/ICSE48619.2023.00181
Gauging Tech Community Acceptance of Rapid Prototyping in Unfamiliar Programming Languages using LLM Chatbots,"Chusap, Krerkkiat, Liu, Chang",https://doi.org/10.1145/3643795.3648393
On the Applicability of Language Models to Block-Based Programs,"Griebl, Elisabeth, Fein, Benedikt, Oberm\""{u",https://doi.org/10.1109/ICSE48619.2023.00199
A User-centered Security Evaluation of Copilot,"Asare, Owura, Nagappan, Meiyappan, Asokan, N.",https://doi.org/10.1145/3597503.3639154
AST '24: Proceedings of the 5th ACM/IEEE International Conference on Automation of Software Test (AST 2024),,
Investigating the Performance of Language Models for Completing Code in Functional Programming Languages: a Haskell Case Study,"van Dam, Tim, van der Heijden, Frank, de Bekker, Philippe, Nieuwschepen, Berend, Otten, Marc, Izadi, Maliheh",https://doi.org/10.1145/3650105.3652289
LLM4TDD: Best Practices for Test Driven Development Using Large Language Models,"Piya, Sanyogita, Sullivan, Allison",https://doi.org/10.1145/3643795.3648382
MeTMaP: Metamorphic Testing for Detecting False Vector Matching Problems in LLM Augmented Generation,"Wang, Guanyu, Li, Yuekang, Liu, Yi, Deng, Gelei, Li, Tianlin, Xu, Guosheng, Liu, Yang, Wang, Haoyu, Wang, Kailong",https://doi.org/10.1145/3650105.3652297
Planning to Guide LLM for Code Coverage Prediction,"Dhulipala, Hridya, Yadavally, Aashish, Nguyen, Tien N.",https://doi.org/10.1145/3650105.3652292
Assessing the Impact of GPT-4 Turbo in Generating Defeaters for Assurance Cases,"Khakzad Shahandashti, Kimya, Sivakumar, Mithila, Mohajer, Mohammad Mahdi, Boaye Belle, Alvine, Wang, Song, Lethbridge, Timothy",https://doi.org/10.1145/3650105.3652291
IDEs in the age of LLMs and XR,"Gonzalez-Barahona, Jesus M.",https://doi.org/10.1145/3643796.3648457
ChatGPT in Action: Analyzing Its Use in Software Development,"Champa, Arifa Islam, Rabbi, Md Fazle, Nachuma, Costain, Zibran, Minhaz F.",https://doi.org/10.1145/3643991.3645077
Breaking the Silence: the Threats of Using LLMs in Software Engineering,"Sallou, June, Durieux, Thomas, Panichella, Annibale",https://doi.org/10.1145/3639476.3639764
MoonBit: Explore the Design of an AI-Friendly Programming Language,"Fei, Haoxiang, Zhang, Yu, Zhang, Hongbo, Wang, Yanlin, Liu, Qing",https://doi.org/10.1145/3643795.3648376
Unveiling ChatGPT's Usage in Open Source Projects: A Mining-based Study,"Tufano, Rosalia, Mastropaolo, Antonio, Pepe, Federica, Dabic, Ozren, Di Penta, Massimiliano, Bavota, Gabriele",https://doi.org/10.1145/3643991.3644918
Exploring the Potential of ChatGPT in Automated Code Refinement: An Empirical Study,"Guo, Qi, Cao, Junming, Xie, Xiaofei, Liu, Shangqing, Li, Xiaohong, Chen, Bihuan, Peng, Xin",https://doi.org/10.1145/3597503.3623306
PeaTMOSS: A Dataset and Initial Analysis of Pre-Trained Models in Open-Source Software,"Jiang, Wenxin, Yasmin, Jerin, Jones, Jason, Synovic, Nicholas, Kuo, Jiashen, Bielanski, Nathaniel, Tian, Yuan, Thiruvathukal, George K., Davis, James C.",https://doi.org/10.1145/3643991.3644907
Breaking the ICE: Exploring promises and challenges of benchmarks for Inference Carbon &amp; Energy estimation for LLMs,"Sikand, Samarth, Mehra, Rohit, Pathania, Priyavanshi, Bamby, Nikhil, Sharma, Vibhu Saujanya, Kaulgud, Vikrant, Podder, Sanjay, Burden, Adam P.",https://doi.org/10.1109/GREENS66463.2025.00013
Using GitHub Copilot for Test Generation in Python: An Empirical Study,"El Haji, Khalid, Brandt, Carolin, Zaidman, Andy",https://doi.org/10.1145/3644032.3644443
On Repairing Quantum Programs Using ChatGPT,"Guo, Xiaoyu, Zhao, Jianjun, Zhao, Pengzhan",https://doi.org/10.1145/3643667.3648223
Can ChatGPT Support Developers? An Empirical Evaluation of Large Language Models for Code Generation,"Jin, Kailun, Wang, Chung-Yu, Pham, Hung Viet, Hemmati, Hadi",https://doi.org/10.1145/3643991.3645074
Commit Message Generation via ChatGPT: How Far Are We?,"Wu, Yifan, Li, Ying, Yu, Siyu",https://doi.org/10.1145/3650105.3652300
Questioning the questions we ask about the impact of AI on software engineering,"Storey, Margaret Anne D",https://doi.org/10.1145/3643991.3644895
Programming Assistant for Exception Handling with CodeBERT,"Cai, Yuchen, Yadavally, Aashish, Mishra, Abhishek, Montejo, Genesis, Nguyen, Tien",https://doi.org/10.1145/3597503.3639188
Learning Deep Semantics for Test Completion,"Nie, Pengyu, Banerjee, Rahul, Li, Junyi Jessy, Mooney, Raymond J., Gligoric, Milos",https://doi.org/10.1109/ICSE48619.2023.00178
The role of library versions in Developer-ChatGPT conversations,"Raj, Rachna, Costa, Diego Elias",https://doi.org/10.1145/3643991.3645075
Large Language Models in Automated Repair of Haskell Type Errors,"Santos, Sofia, Saraiva, Jo\~{a",https://doi.org/10.1145/3643788.3648012
Quality Assessment of ChatGPT Generated Code and their Use by Developers,"Siddiq, Mohammed Latif, Roney, Lindsay, Zhang, Jiahao, Santos, Joanna Cecilia Da Silva",https://doi.org/10.1145/3643991.3645071
Which Syntactic Capabilities Are Statistically Learned by Masked Language Models for Code?,"Velasco, Alejandro, Palacio, David N., Rodriguez-Cardenas, Daniel, Poshyvanyk, Denys",https://doi.org/10.1145/3639476.3639768
Generating Java Methods: An Empirical Assessment of Four AI-Based Code Assistants,"Corso, Vincenzo, Mariani, Leonardo, Micucci, Daniela, Riganelli, Oliviero",https://doi.org/10.1145/3643916.3644402
Automating Code-Related Tasks Through Transformers: The Impact of Pre-Training,"Tufano, Rosalia, Pascarella, Luca, Bavota, Gabriele",https://doi.org/10.1109/ICSE48619.2023.00203
Large Language Models for Test-Free Fault Localization,"Yang, Aidan Z. H., Le Goues, Claire, Martins, Ruben, Hellendoorn, Vincent",https://doi.org/10.1145/3597503.3623342
Understandable Test Generation Through Capture/Replay and LLMs,"Deljouyi, Amirhossein",https://doi.org/10.1145/3639478.3639789
How I Learned to Stop Worrying and Love ChatGPT,"Przymus, Piotr, Fejzer, Miko\l{",https://doi.org/10.1145/3643991.3645073
Exploring the Effect of Multiple Natural Languages on Code Suggestion Using GitHub Copilot,"Koyanagi, Kei, Wang, Dong, Noguchi, Kotaro, Kondo, Masanari, Serebrenik, Alexander, Kamei, Yasutaka, Ubayashi, Naoyasu",https://doi.org/10.1145/3643991.3644917
Source Code Recommender Systems: The Practitioners' Perspective,"Ciniselli, Matteo, Pascarella, Luca, Aghajani, Emad, Scalabrino, Simone, Oliveto, Rocco, Bavota, Gabriele",https://doi.org/10.1109/ICSE48619.2023.00182
Generating Rate Features for Mobile Applications,"Shrestha, Shristi, Mahmoud, Anas",https://doi.org/10.1145/3647632.3647986
Development of Data-driven Persona Including User Behavior and Pain Point through Clustering with User Log of B2B Software,"Sera, Rie, Washizaki, Hironori, Chen, Junyan, Fukazawa, Yoshiaki, Taga, Masahiro, Nakagawa, Kazuyuki, Sakai, Yusuke, Honda, Kiyoshi",https://doi.org/10.1145/3641822.3641870
Fill in the Blank: Context-Aware Automated Text Input Generation for Mobile GUI Testing,"Liu, Zhe, Chen, Chunyang, Wang, Junjie, Che, Xing, Huang, Yuekai, Hu, Jun, Wang, Qing",https://doi.org/10.1109/ICSE48619.2023.00119
Assured Offline LLM-Based Software Engineering,"Alshahwan, Nadia, Harman, Mark, Harper, Inna, Marginean, Alexandru, Sengupta, Shubho, Wang, Eddy",https://doi.org/10.1145/3643661.3643953
How Do Software Developers Use ChatGPT? An Exploratory Study on GitHub Pull Requests,"Chouchen, Moataz, Bessghaier, Narjes, Begoug, Mahi, Ouni, Ali, Alomar, Eman, Mkaouer, Mohamed Wiem",https://doi.org/10.1145/3643991.3645084
"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Zhou, Xin, Kim, Kisub, Xu, Bowen, Han, Donggyun, Lo, David",https://doi.org/10.1145/3597503.3639222
Towards Automatic Translation of Machine Learning Visual Insights to Analytical Assertions,"Shome, Arumoy, Cruz, Luis, Van Deursen, Arie",https://doi.org/10.1145/3643787.3648032
On the Taxonomy of Developers' Discussion Topics with ChatGPT,"Sagdic, Ertugrul, Bayram, Arda, Islam, Md Rakibul",https://doi.org/10.1145/3643991.3645080
Whodunit: Classifying Code as Human Authored or GPT-4 Generated - A case study on CodeChef problems,"Idialu, Oseremen Joy, Mathews, Noble Saji, Maipradit, Rungroj, Atlee, Joanne M., Nagappan, Mei",https://doi.org/10.1145/3643991.3644926
Impact of Code Language Models on Automated Program Repair,"Jiang, Nan, Liu, Kevin, Lutellier, Thibaud, Tan, Lin",https://doi.org/10.1109/ICSE48619.2023.00125
Enhancing User Interaction in ChatGPT: Characterizing and Consolidating Multiple Prompts for Issue Resolution,"Mondal, Saikat, Bappon, Suborno Deb, Roy, Chanchal K.",https://doi.org/10.1145/3643991.3645085
A Vision for Operationalising Diversity and Inclusion in AI,"Bano, Muneera, Zowghi, Didar, Gervasi, Vincenzo",https://doi.org/10.1145/3643691.3648587
Knowledge-aware Alert Aggregation in Large-scale Cloud Systems: a Hybrid Approach,"Kuang, Jinxi, Liu, Jinyang, Huang, Junjie, Zhong, Renyi, Gu, Jiazhen, Yu, Lan, Tan, Rui, Yang, Zengyin, Lyu, Michael R.",https://doi.org/10.1145/3639477.3639745
Beyond Accuracy and Robustness Metrics for Large Language Models for Code,"Rodriguez-Cardenas, Daniel",https://doi.org/10.1145/3639478.3639792
Investigating the Utility of ChatGPT in the Issue Tracking System: An Exploratory Study,"Das, Joy Krishan, Mondal, Saikat, Roy, Chanchal",https://doi.org/10.1145/3643991.3645083
LLM4Code '24: Proceedings of the 1st International Workshop on Large Language Models for Code,,
How to refactor this code? An exploratory study on developer-ChatGPT refactoring conversations,"AlOmar, Eman Abdullah, Venkatakrishnan, Anushkrishna, Mkaouer, Mohamed Wiem, Newman, Christian, Ouni, Ali",https://doi.org/10.1145/3643991.3645081
Prompt-Enhanced Software Vulnerability Detection Using ChatGPT,"Zhang, Chenyuan, Liu, Hao, Zeng, Jiutian, Yang, Kejing, Li, Yuhong, Li, Hui",https://doi.org/10.1145/3639478.3643065
What’s in a Display Name? An Empirical Study on the Use of Display Names in Open-Source JUnit Tests,"Qiao, Yining, Rojas, Jos\'{e",https://doi.org/10.1145/3643787.3648037
Human empowerment in self-adaptive socio-technical systems,"Boltz, Nicolas, Getir Yaman, Sinem, Inverardi, Paola, De Lemos, Rog\'{e",https://doi.org/10.1145/3643915.3644082
What Do Developers Feel About Fast-Growing Programming Languages? An Exploratory Study,"Kumar, Jahnavi, Chimalakonda, Sridhar",https://doi.org/10.1145/3643916.3644422
Greening Large Language Models of Code,"Shi, Jieke, Yang, Zhou, Kang, Hong Jin, Xu, Bowen, He, Junda, Lo, David",https://doi.org/10.1145/3639475.3640097
RepresentThemAll: A Universal Learning Representation of Bug Reports,"Fang, Sen, Zhang, Tao, Tan, Youshuai, Jiang, He, Xia, Xin, Sun, Xiaobing",https://doi.org/10.1109/ICSE48619.2023.00060
"AI Writes, We Analyze: The ChatGPT Python Code Saga","Rabbi, Md Fazle, Champa, Arifa Islam, Zibran, Minhaz F., Islam, Md Rakibul",https://doi.org/10.1145/3643991.3645076
LLM-based Control Code Generation using Image Recognition,"Koziolek, Heiko, Koziolek, Anne",https://doi.org/10.1145/3643795.3648385
CrashTranslator: Automatically Reproducing Mobile Application Crashes Directly from Stack Trace,"Huang, Yuchao, Wang, Junjie, Liu, Zhe, Wang, Yawen, Wang, Song, Chen, Chunyang, Hu, Yuanzhe, Wang, Qing",https://doi.org/10.1145/3597503.3623298
Exploring ChatGPT for Toxicity Detection in GitHub,"Mishra, Shyamal, Chatterjee, Preetha",https://doi.org/10.1145/3639476.3639777
Using an LLM to Help With Code Understanding,"Nam, Daye, Macvean, Andrew, Hellendoorn, Vincent, Vasilescu, Bogdan, Myers, Brad",https://doi.org/10.1145/3597503.3639187
