title,authors,url
Generating Realistic and Diverse Tests for LiDAR-Based Perception Systems,"Christian, Garrett, Woodlief, Trey, Elbaum, Sebastian",https://doi.org/10.1109/ICSE48619.2023.00217
(Partial) Program Dependence Learning,"Yadavally, Aashish, Nguyen, Tien N., Wang, Wenbo, Wang, Shaohua",https://doi.org/10.1109/ICSE48619.2023.00209
DeepVD: Toward Class-Separation Features for Neural Network Vulnerability Detection,"Wang, Wenbo, Nguyen, Tien N., Wang, Shaohua, Li, Yi, Zhang, Jiyuan, Yadavally, Aashish",https://doi.org/10.1109/ICSE48619.2023.00189
Generating Test Databases for Database-Backed Applications,"Yan, Cong, Nath, Suman, Lu, Shan",https://doi.org/10.1109/ICSE48619.2023.00173
Compiler Test-Program Generation via Memoized Configuration Search,"Chen, Junjie, Suo, Chenyao, Jiang, Jiajun, Chen, Peiqi, Li, Xingjian",https://doi.org/10.1109/ICSE48619.2023.00172
AidUI: Toward Automated Recognition of Dark Patterns in User Interfaces,"Mansur, S M Hasan, Salma, Sabiha, Awofisayo, Damilola, Moran, Kevin",https://doi.org/10.1109/ICSE48619.2023.00166
SeeHow: Workflow Extraction from Programming Screencasts through Action-Aware Video Analytics,"Zhao, Dehai, Xing, Zhenchang, Xia, Xin, Ye, Deheng, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00165
"Demystifying Issues, Challenges, and Solutions for Multilingual Software Development","Yang, Haoran, Lian, Weile, Wang, Shaowei, Cai, Haipeng",https://doi.org/10.1109/ICSE48619.2023.00157
Many-Objective Reinforcement Learning for Online Testing of DNN-Enabled Systems,"Haq, Fitash Ul, Shin, Donghwan, Briand, Lionel C.",https://doi.org/10.1109/ICSE48619.2023.00155
Heterogeneous Anomaly Detection for Software Systems via Semi-Supervised Cross-Modal Attention,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Yang, Yongqiang, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00148
ATM: Black-Box Test Case Minimization Based on Test Code Similarity and Evolutionary Search,"Pan, Rongqi, Ghaleb, Taher A., Briand, Lionel",https://doi.org/10.1109/ICSE48619.2023.00146
Measuring Secure Coding Practice and Culture: A Finger Pointing at the Moon is Not the Moon,"Ryan, Ita, Roedig, Utz, Stol, Klaas-Jan",https://doi.org/10.1109/ICSE48619.2023.00140
Automated Repair of Programs from Large Language Models,"Fan, Zhiyu, Gao, Xiang, Mirchev, Martin, Roychoudhury, Abhik, Tan, Shin Hwei",https://doi.org/10.1109/ICSE48619.2023.00128
Detecting Dialog-Related Keyboard Navigation Failures in Web Applications,"Chiou, Paul T., Alotaibi, Ali S., Halfond, William G. J.",https://doi.org/10.1109/ICSE48619.2023.00120
Compiling Parallel Symbolic Execution with Continuations,"Wei, Guannan, Jia, Songlin, Gao, Ruiqi, Deng, Haotian, Tan, Shangyin, Bra\v{c",https://doi.org/10.1109/ICSE48619.2023.00116
Data-Driven Recurrent Set Learning for Non-termination Analysis,"Han, Zhilei, He, Fei",https://doi.org/10.1109/ICSE48619.2023.00115
SecBench.js: An Executable Security Benchmark Suite for Server-Side JavaScript,"Bhuiyan, Masudul Hasan Masud, Parthasarathy, Adithya Srinivas, Vasilakis, Nikos, Pradel, Michael, Staicu, Cristian-Alexandru",https://doi.org/10.1109/ICSE48619.2023.00096
Reusing Deep Neural Network Models through Model Re-Engineering,"Qi, Binhang, Sun, Hailong, Gao, Xiang, Zhang, Hongyu, Li, Zhaotian, Liu, Xudong",https://doi.org/10.1109/ICSE48619.2023.00090
SemParser: A Semantic Parser for Log Analytics,"Huo, Yintong, Su, Yuxin, Lee, Cheryl, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00082
Commit Message Matters: Investigating Impact and Evolution of Commit Message Quality,"Li, Jiawei, Ahmed, Iftekhar",https://doi.org/10.1109/ICSE48619.2023.00076
Fonte: Finding Bug Inducing Commits from Failures,"An, Gabin, Hong, Jingun, Kim, Naryeong, Yoo, Shin",https://doi.org/10.1109/ICSE48619.2023.00059
PTPDroid: Detecting Violated User Privacy Disclosures to Third-Parties of Android Apps,"Tan, Zeya, Song, Wei",https://doi.org/10.1109/ICSE48619.2023.00050
Robustification of Behavioral Designs against Environmental Deviations,"Zhang, Changjian, Saluja, Tarang, Meira-G\'{o",https://doi.org/10.1109/ICSE48619.2023.00046
Turn the Rudder: A Beacon of Reentrancy Detection for Smart Contracts on Ethereum,"Zheng, Zibin, Zhang, Neng, Su, Jianzhong, Zhong, Zhijie, Ye, Mingxi, Chen, Jiachi",https://doi.org/10.1109/ICSE48619.2023.00036
PExReport: Automatic Creation of Pruned Executable Cross-Project Failure Reports,"Huang, Sunzhou, Wang, Xiaoyin",https://doi.org/10.1109/ICSE48619.2023.00027
Data Quality for Software Vulnerability Datasets,"Croft, Roland, Babar, M. Ali, Kholoosi, M. Mehdi",https://doi.org/10.1109/ICSE48619.2023.00022
Validating SMT Solvers via Skeleton Enumeration Empowered by Historical Bug-Triggering Inputs,"Sun, Maolin, Yang, Yibiao, Wen, Ming, Wang, Yongcong, Zhou, Yuming, Jin, Hai",https://doi.org/10.1109/ICSE48619.2023.00018
Automating Code-Related Tasks Through Transformers: The Impact of Pre-Training,"Tufano, Rosalia, Pascarella, Luca, Bavota, Gabriele",https://doi.org/10.1109/ICSE48619.2023.00203
MTTM: Metamorphic Testing for Textual Content Moderation Software,"Wang, Wenxuan, Huang, Jen-tse, Wu, Weibin, Zhang, Jianping, Huang, Yizhan, Li, Shuqing, He, Pinjia, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00200
Incident-Aware Duplicate Ticket Aggregation for Cloud Systems,"Liu, Jinyang, He, Shilin, Chen, Zhuangbin, Li, Liqun, Kang, Yu, Zhang, Xu, He, Pinjia, Zhang, Hongyu, Lin, Qingwei, Xu, Zhangwei, Rajmohan, Saravan, Zhang, Dongmei, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00193
An Empirical Comparison of Pre-Trained Models of Source Code,"Niu, Changan, Li, Chuanyi, Ng, Vincent, Chen, Dongxiao, Ge, Jidong, Luo, Bin",https://doi.org/10.1109/ICSE48619.2023.00180
SKCODER: A Sketch-Based Approach for Automatic Code Generation,"Li, Jia, Li, Yongmin, Li, Ge, Jin, Zhi, Hao, Yiyang, Hu, Xing",https://doi.org/10.1109/ICSE48619.2023.00179
Analyzing the Impact of Workloads on Modeling the Performance of Configurable Software Systems,"M\""{u",https://doi.org/10.1109/ICSE48619.2023.00176
Testing Database Engines via Query Plan Guidance,"Ba, Jinsheng, Rigger, Manuel",https://doi.org/10.1109/ICSE48619.2023.00174
Sustainability is Stratified: Toward a Better Theory of Sustainable Software Engineering,"McGuire, Sean, Schultz, Erin, Ayoola, Bimpe, Ralph, Paul",https://doi.org/10.1109/ICSE48619.2023.00169
Improving API Knowledge Discovery with ML: A Case Study of Comparable API Methods,"Nam, Daye, Myers, Brad, Vasilescu, Bogdan, Hellendoorn, Vincent",https://doi.org/10.1109/ICSE48619.2023.00161
Automated Summarization of Stack Overflow Posts,"Kou, Bonan, Chen, Muhao, Zhang, Tianyi",https://doi.org/10.1109/ICSE48619.2023.00158
LogReducer: Identify and Reduce Log Hotspots in Kernel on the Fly,"Yu, Guangba, Chen, Pengfei, Li, Pairui, Weng, Tianjun, Zheng, Haibing, Deng, Yuetang, Zheng, Zibin",https://doi.org/10.1109/ICSE48619.2023.00151
Test Selection for Unified Regression Testing,"Wang, Shuai, Lian, Xinyu, Marinov, Darko, Xu, Tianyin",https://doi.org/10.1109/ICSE48619.2023.00145
Dependency Facade: The Coupling and Conflicts between Android Framework and Its Customization,"Jin, Wuxia, Dai, Yitong, Zheng, Jianguo, Qu, Yu, Fan, Ming, Huang, Zhenyu, Huang, Dezhi, Liu, Ting",https://doi.org/10.1109/ICSE48619.2023.00144
Lejacon: A Lightweight and Efficient Approach to Java Confidential Computing on SGX,"Miao, Xinyuan, Lin, Ziyi, Wang, Shaojun, Yu, Lei, Li, Sanhong, Wang, Zihan, Nie, Pengbo, Chen, Yuting, Shen, Beijun, Jiang, He",https://doi.org/10.1109/ICSE48619.2023.00142
Demystifying Privacy Policy of Third-Party Libraries in Mobile Apps,"Zhao, Kaifa, Zhan, Xian, Yu, Le, Zhou, Shiyao, Zhou, Hao, Luo, Xiapu, Wang, Haoyu, Liu, Yepang",https://doi.org/10.1109/ICSE48619.2023.00137
Towards Understanding Fairness and its Composition in Ensemble Machine Learning,"Gohar, Usman, Biswas, Sumon, Rajan, Hridesh",https://doi.org/10.1109/ICSE48619.2023.00133
Automated Program Repair in the Era of Large Pre-Trained Language Models,"Xia, Chunqiu Steven, Wei, Yuxiang, Zhang, Lingming",https://doi.org/10.1109/ICSE48619.2023.00129
Template-Based Neural Program Repair,"Meng, Xiangxin, Wang, Xu, Zhang, Hongyu, Sun, Hailong, Liu, Xudong, Hu, Chunming",https://doi.org/10.1109/ICSE48619.2023.00127
Impact of Code Language Models on Automated Program Repair,"Jiang, Nan, Liu, Kevin, Lutellier, Thibaud, Tan, Lin",https://doi.org/10.1109/ICSE48619.2023.00125
Fill in the Blank: Context-Aware Automated Text Input Generation for Mobile GUI Testing,"Liu, Zhe, Chen, Chunyang, Wang, Junjie, Che, Xing, Huang, Yuekai, Hu, Jun, Wang, Qing",https://doi.org/10.1109/ICSE48619.2023.00119
"Strategies, Benefits and Challenges of App Store-Inspired Requirements Elicitation","Ferrari, Alessio, Spoletini, Paola",https://doi.org/10.1109/ICSE48619.2023.00114
Learning to Boost Disjunctive Static Bug-Finders,"Ko, Yoonseok, Oh, Hakjoo",https://doi.org/10.1109/ICSE48619.2023.00099
On Privacy Weaknesses and Vulnerabilities in Software Systems,"Sangaroonsilp, Pattaraporn, Dam, Hoa Khanh, Ghose, Aditya",https://doi.org/10.1109/ICSE48619.2023.00097
On the Temporal Relations between Logging and Code,"Ding, Zishuo, Tang, Yiming, Li, Yang, Li, Heng, Shang, Weiyi",https://doi.org/10.1109/ICSE48619.2023.00079
PILAR: Studying and Mitigating the Influence of Configurations on Log Parsing,"Dai, Hetong, Tang, Yiming, Li, Heng, Shang, Weiyi",https://doi.org/10.1109/ICSE48619.2023.00077
Does the Stream API Benefit from Special Debugging Facilities? A Controlled Experiment on Loops and Streams with Specific Debuggers,"Reichl, Jan, Hanenberg, Stefan, Gruhn, Volker",https://doi.org/10.1109/ICSE48619.2023.00058
Bad Snakes: Understanding and Improving Python Package Index Malware Scanning,"Vu, Duc-Ly, Newman, Zachary, Meyers, John Speed",https://doi.org/10.1109/ICSE48619.2023.00052
Software Engineering as the Linchpin of Responsible AI,"Zhu, Liming",https://doi.org/10.1109/ICSE48619.2023.00012
Compatible Remediation on Vulnerabilities from Third-Party Libraries for Java Projects,"Zhang, Lyuye, Liu, Chengwei, Xu, Zhengzi, Chen, Sen, Fan, Lingling, Zhao, Lida, Wu, Jiahui, Liu, Yang",https://doi.org/10.1109/ICSE48619.2023.00212
Testing Database Systems via Differential Query Execution,"Song, Jiansen, Dou, Wensheng, Cui, Ziyu, Dai, Qianwang, Wang, Wei, Wei, Jun, Zhong, Hua, Huang, Tao",https://doi.org/10.1109/ICSE48619.2023.00175
Eadro: An End-to-End Troubleshooting Framework for Microservices on Multi-Source Data,"Lee, Cheryl, Yang, Tianyi, Chen, Zhuangbin, Su, Yuxin, Lyu, Michael R.",https://doi.org/10.1109/ICSE48619.2023.00150
On-Demand Security Requirements Synthesis with Relational Generative Adversarial Networks,"Koscinski, Viktoria, Hashemi, Sara, Mirakhorli, Mehdi",https://doi.org/10.1109/ICSE48619.2023.00139
Verifying Data Constraint Equivalence in FinTech Systems,"Wang, Chengpeng, Fan, Gang, Yao, Peisen, Pan, Fuxiong, Zhang, Charles",https://doi.org/10.1109/ICSE48619.2023.00117
